07 Jan 2022 - 13:38:31.685 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:38:31.965 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:38:31.986 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:38:32.370 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
07 Jan 2022 - 13:38:32.371 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
07 Jan 2022 - 13:38:32.412 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:38:32.423 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:38:32.513 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:38:32.513 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:34.130 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:38:37.405 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:38:37.405 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:38:37.422 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:38:37.456 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 51 ms
07 Jan 2022 - 13:38:37.482 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.831 seconds (JVM running for 56.937)
07 Jan 2022 - 13:38:37.527 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:37.528 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:38:37.531 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
07 Jan 2022 - 13:38:37.532 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
07 Jan 2022 - 13:38:37.567 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:38:37.567 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:38:37.827 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:38:37.846 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:38:38.429 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
07 Jan 2022 - 13:38:38.430 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
07 Jan 2022 - 13:38:38.448 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:38:38.457 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:38:38.546 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:38:38.546 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:40.313 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:38:43.458 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:38:43.458 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:38:43.473 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:38:43.499 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 41 ms
07 Jan 2022 - 13:38:43.520 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.986 seconds (JVM running for 62.974)
07 Jan 2022 - 13:38:43.545 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:43.545 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:38:43.547 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown initiated...
07 Jan 2022 - 13:38:43.548 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown completed.
07 Jan 2022 - 13:38:43.578 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:38:43.578 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:38:43.788 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:38:43.807 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:38:44.207 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Starting...
07 Jan 2022 - 13:38:44.209 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Start completed.
07 Jan 2022 - 13:38:44.222 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:38:44.229 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:38:44.301 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:38:44.301 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:45.749 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:38:48.976 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:38:48.976 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:38:49.011 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:38:49.047 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 71 ms
07 Jan 2022 - 13:38:49.080 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.529 seconds (JVM running for 68.535)
07 Jan 2022 - 13:38:49.132 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:49.132 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:38:49.135 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown initiated...
07 Jan 2022 - 13:38:49.137 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown completed.
07 Jan 2022 - 13:38:49.177 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:38:49.177 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:38:49.409 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:38:49.427 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:38:49.885 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Starting...
07 Jan 2022 - 13:38:49.886 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Start completed.
07 Jan 2022 - 13:38:49.899 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:38:49.913 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:38:49.967 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:38:49.967 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:51.522 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:38:55.281 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:38:55.281 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:38:55.294 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:38:55.321 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 40 ms
07 Jan 2022 - 13:38:55.355 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.214 seconds (JVM running for 74.81)
07 Jan 2022 - 13:38:55.376 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:55.376 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:38:55.379 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Shutdown initiated...
07 Jan 2022 - 13:38:55.380 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Shutdown completed.
07 Jan 2022 - 13:38:55.411 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:38:55.413 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:38:55.639 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:38:55.658 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:38:56.025 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Starting...
07 Jan 2022 - 13:38:56.026 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Start completed.
07 Jan 2022 - 13:38:56.042 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:38:56.051 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:38:56.105 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:38:56.106 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:38:57.791 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:01.292 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:01.292 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:01.310 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:01.347 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 54 ms
07 Jan 2022 - 13:39:01.372 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.99 seconds (JVM running for 80.827)
07 Jan 2022 - 13:39:01.392 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:01.393 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:01.395 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Shutdown initiated...
07 Jan 2022 - 13:39:01.396 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Shutdown completed.
07 Jan 2022 - 13:39:01.426 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:01.426 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:01.694 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:01.713 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:02.156 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Starting...
07 Jan 2022 - 13:39:02.193 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Start completed.
07 Jan 2022 - 13:39:02.403 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:02.437 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:02.564 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:02.565 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:04.383 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:07.677 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:07.678 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:07.691 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:07.719 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 41 ms
07 Jan 2022 - 13:39:07.743 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.345 seconds (JVM running for 87.198)
07 Jan 2022 - 13:39:07.771 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:07.771 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:07.774 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Shutdown initiated...
07 Jan 2022 - 13:39:07.776 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Shutdown completed.
07 Jan 2022 - 13:39:07.811 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:07.811 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:08.067 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:08.087 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:09.286 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Starting...
07 Jan 2022 - 13:39:09.286 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Start completed.
07 Jan 2022 - 13:39:09.302 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:09.313 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:09.424 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:09.425 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:11.393 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:17.823 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:17.823 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:17.849 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:17.898 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 75 ms
07 Jan 2022 - 13:39:17.939 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 10.161 seconds (JVM running for 97.394)
07 Jan 2022 - 13:39:17.985 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:17.986 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:17.989 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Shutdown initiated...
07 Jan 2022 - 13:39:17.990 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Shutdown completed.
07 Jan 2022 - 13:39:18.044 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:18.044 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:19.175 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:19.320 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 145 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:20.320 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-14 - Starting...
07 Jan 2022 - 13:39:20.321 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-14 - Start completed.
07 Jan 2022 - 13:39:20.345 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:20.355 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:20.652 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:20.652 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:24.275 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:27.935 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:27.936 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:27.948 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:27.972 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 36 ms
07 Jan 2022 - 13:39:27.994 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 10.0 seconds (JVM running for 107.449)
07 Jan 2022 - 13:39:28.014 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:28.014 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:28.015 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-14 - Shutdown initiated...
07 Jan 2022 - 13:39:28.019 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-14 - Shutdown completed.
07 Jan 2022 - 13:39:28.053 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:28.053 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:28.284 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:28.305 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:28.787 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-15 - Starting...
07 Jan 2022 - 13:39:28.788 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-15 - Start completed.
07 Jan 2022 - 13:39:28.808 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:28.825 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:29.010 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:29.012 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:32.197 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:35.563 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:35.563 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:35.587 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:35.615 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 52 ms
07 Jan 2022 - 13:39:35.644 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 7.623 seconds (JVM running for 115.098)
07 Jan 2022 - 13:39:35.674 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:35.675 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:35.677 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-15 - Shutdown initiated...
